rMSSD , state
52.72570530585627,1
15.07556722888818,1
38.07886552931954,1
9.128709291752768,1
33.54101966249684,1
28.062430400804562,1
62.1825270205921,1
16.172150801252798,1
13.333333333333334,1
41.07919181288746,1
15.811388300841896,1
8.660254037844387,1
93.71135567164836,1
55.37749241945383,1
12.747548783981962,1
8.660254037844387,1
33.166247903554,1
16.32993161855452,1
17.029386365926403,1
10.0,1
30.368111930480996,1
49.55356249106168,1
30.748244591432297,1
11.180339887498949,1
50.49752469181039,1
25.248762345905195,1
14.459976109624424,1
8.366600265340756,1
8.660254037844387,1
83.00602387778854,1
30.822070014844883,1
15.374122295716148,1
30.73181485764296,1
29.832867780352597,1
13.483997249264842,1
5.0,1
25.603819159562025,1
30.822070014844883,1
78.48566748139433,1
13.5400640077266,1
13.333333333333334,1
21.50581316760657,1
9.486832980505138,1
10.87114613009218,1
30.4138126514911,1
49.71346468944376,1
34.64101615137755,1
12.792042981336627,1
33.4995854037363,1
55.49774770204643,1
15.634719199411432,1
11.180339887498949,1
30.368111930480996,1
26.457513110645905,1
7.0710678118654755,1
12.403473458920846,1
8.16496580927726,1
24.03700850309326,1
15.954480704349313,1
9.045340337332908,1
28.577380332470412,1
45.03966505838413,1
23.979157616563597,1
13.816985594155149,1
10.0,1
1462.1012276856893,1
44.15880433163923,1
7.637626158259733,1
36.40054944640259,1
40.620192023179804,1
29.011491975882016,1
6.201736729460423,1
10.606601717798213,1
30.20761493398643,1
13.784048752090222,1
8.528028654224418,1
14.433756729740644,1
61.94755846681934,1
22.638462845343543,1
10.954451150103322,1
44.94441010848846,1
12.792042981336627,1
18.708286933869708,1
11.180339887498949,1
35.88175023601831,1
41.07919181288746,1
20.97617696340303,1
9.128709291752768,1
19.148542155126762,1
37.60699023168052,1
24.267032964268395,1
10.44465935734187,1
11.180339887498949,1
78.37638128197258,1
15.0,1
14.142135623730951,1
45.689167206242665,1
15.666989036012806,1
10.488088481701515,1
9.045340337332908,1
28.939592256975562,1
55.90169943749474,1
25.69046515733026,1
11.902380714238083,1
18.257418583505537,1
29.154759474226502,1
15.165750888103101,1
8.366600265340756,1
11.094003924504582,1
20.493901531919196,1
22.360679774997898,1
12.060453783110546,1
42.03173404306164,1
12.24744871391589,1
48.47679857416329,1
7.637626158259733,1
30.0,1
55.113519212621505,1
36.05551275463989,1
38.37612894400988,1
22.360679774997898,1
108.57025375304232,1
20.670576365276496,1
15.07556722888818,1
37.080992435478315,1
102.04165815979276,1
39.2109678533953,1
20.248456731316587,1
118.60297916438131,1
10.0,1
135.46217184144066,1
11.281521496355325,1
27.386127875258307,1
37.416573867739416,1
27.633971188310298,1
81.28771314099264,1
13.333333333333334,1
27.613402542968153,1
21.6794833886788,1
6.030226891555273,1
12.792042981336627,1
122.27019260637483,1
17.029386365926403,1
8.528028654224418,1
32.65986323710904,1
14.459976109624424,1
12.747548783981962,1
8.16496580927726,1
24.94438257849294,1
71.53087911291645,1
29.664793948382652,1
8.770580193070291,1
10.0,1
25.495097567963924,1
18.973665961010276,1
9.534625892455923,1
11.766968108291042,1
36.51483716701107,1
22.9128784747792,1
11.677484162422845,1
31.09126351029605,1
16.236882817719774,1
10.0,1
8.528028654224418,1
33.4995854037363,1
67.29466121893644,1
10.408329997330663,1
11.547005383792516,1
7.0710678118654755,1
129.22847983320085,1
27.748873851023216,1
10.488088481701515,1
10.377490433255417,1
148.42025275740312,1
24.748737341529164,1
12.24744871391589,1
44.721359549995796,1
22.156468376279893,1
125.96295751794122,1
7.385489458759964,1
28.78491668515698,1
75.02380574571933,1
38.07886552931954,1
10.377490433255417,1
13.693063937629153,1
19.436506316151,1
10.0,1
11.40175425099138,1
13.867504905630728,1
46.9041575982343,1
42.0883424647321,1
15.0,1
